EngagementId,EventType,EventDateTime,IndividualId,PageURL,SessionId,DeviceType,VehicleVIN,UTMSource,UTMMedium,UTMCampaign
WE-00022,Finance Calculator,2026-03-18 18:10:19.000 UTC,003ak00001QQTVOAA5,https://www.carmax.com/car/KMXME202400328459,SES-539452,Desktop,KMXME202400328459,google,referral,first_time_buyer
WE-00023,Vehicle Detail View,2026-05-23 18:46:36.000 UTC,003ak00001QQTVPAA5,https://www.carmax.com/car/KMXFO202000232402,SES-682950,Desktop,KMXFO202000232402,direct,cpc,first_time_buyer
WE-00024,Page View,2026-05-09 16:09:15.000 UTC,003ak00001QQTVIAA5,https://www.carmax.com/stores,SES-596310,Desktop,,direct,app_notification,memorial_day_event
WE-00025,Finance Calculator,2026-01-15 08:38:44.000 UTC,003ak00001QQTVYAA5,https://www.carmax.com/car/KMXSU202000574034,SES-945965,Desktop,KMXSU202000574034,bing,organic,spring_sale_2026
WE-00026,Compare,2026-03-01 12:49:03.000 UTC,003ak00001QQTVCAA5,https://www.carmax.com/car/KMXBM202400505836,SES-158789,Desktop,KMXBM202400505836,facebook,referral,spring_sale_2026
WE-00027,Vehicle Detail View,2026-05-24 17:00:32.000 UTC,003ak00001QQTVIAA5,https://www.carmax.com/car/KMXNI202200709215,SES-608668,Mobile,KMXNI202200709215,bing,app_notification,first_time_buyer
WE-00028,Review View,2026-01-25 18:27:21.000 UTC,003ak00001QQTVQAA5,https://www.carmax.com/research,SES-349504,Tablet,,instagram,email,spring_sale_2026
WE-00029,Finance Calculator,2026-01-07 23:50:09.000 UTC,003ak00001QQTV7AAP,https://www.carmax.com/car/KMXSU202000574034,SES-234793,Mobile,KMXSU202000574034,referral,organic,certified_pre_owned
WE-00030,Share,2026-03-26 09:08:39.000 UTC,003ak00001QQTVSAA5,https://www.carmax.com/compare,SES-629143,Mobile,KMXTO202000252953,google,app_notification,suv_showcase
WE-00031,Share,2026-01-06 09:10:45.000 UTC,003ak00001QQTVGAA5,https://www.carmax.com/cars/pickup-truck,SES-668007,Desktop,KMXTO202000206494,instagram,email,loyalty_rewards
WE-00032,Review View,2026-02-11 11:21:41.000 UTC,003ak00001QQTVrAAP,https://www.carmax.com/compare,SES-979809,Mobile,,facebook,organic,trade_in_value
WE-00033,Vehicle Hearted,2026-01-07 19:52:50.000 UTC,003ak00001QQTV9AAP,https://www.carmax.com/car/KMXHY202000217006,SES-230325,Tablet,KMXHY202000217006,email,email,spring_sale_2026
WE-00034,Page View,2026-04-08 08:12:08.000 UTC,003ak00001QQTVCAA5,https://www.carmax.com/cars/sedan,SES-913232,Mobile,,instagram,display,trade_in_value
WE-00035,Compare,2026-03-27 08:44:25.000 UTC,003ak00001QQTVoAAP,https://www.carmax.com/car/KMXBM202100281310,SES-764049,Desktop,KMXBM202100281310,referral,app_notification,electric_vehicle_promo
WE-00036,Review View,2026-02-13 09:47:32.000 UTC,003ak00001QQTV8AAP,https://www.carmax.com/financing,SES-629099,Tablet,,facebook,email,spring_sale_2026
WE-00037,Schedule Test Drive,2026-01-10 21:31:59.000 UTC,003ak00001QQTVWAA5,https://www.carmax.com/car/KMXLE202000197656,SES-188803,Desktop,KMXLE202000197656,direct,organic,electric_vehicle_promo
WE-00038,Compare,2026-04-18 22:38:42.000 UTC,003ak00001QQTVCAA5,https://www.carmax.com/car/KMXMA202100723294,SES-352000,Desktop,KMXMA202100723294,bing,email,electric_vehicle_promo
WE-00039,Compare,2026-03-09 20:43:49.000 UTC,003ak00001QQTVRAA5,https://www.carmax.com/car/KMXHO202200625237,SES-378586,Desktop,KMXHO202200625237,bing,referral,first_time_buyer
WE-00040,Compare,2026-04-12 22:45:47.000 UTC,003ak00001QQTV8AAP,https://www.carmax.com/car/KMXKI202200167063,SES-315322,Mobile,KMXKI202200167063,instagram,cpc,electric_vehicle_promo
WE-00041,Vehicle Hearted,2026-05-12 17:01:54.000 UTC,003ak00001QQTVEAA5,https://www.carmax.com/car/KMXTE202500312633,SES-283133,Desktop,KMXTE202500312633,email,organic,trade_in_value
WE-00042,Vehicle Detail View,2026-03-19 14:14:43.000 UTC,003ak00001QQTVLAA5,https://www.carmax.com/car/KMXNI202500356032,SES-719020,Desktop,KMXNI202500356032,google,app_notification,certified_pre_owned
WE-00043,Page View,2026-01-03 23:57:22.000 UTC,003ak00001QQTVAAA5,https://www.carmax.com/cars/pickup-truck,SES-632464,Mobile,,bing,referral,memorial_day_event
WE-00044,Chat Started,2026-02-20 18:52:26.000 UTC,003ak00001QQTVDAA5,https://www.carmax.com/cars/pickup-truck,SES-224033,Desktop,,referral,organic,suv_showcase
WE-00045,Finance Calculator,2026-03-11 06:55:45.000 UTC,003ak00001QQTVKAA5,https://www.carmax.com/car/KMXLE202500604532,SES-622861,Desktop,KMXLE202500604532,bing,display,loyalty_rewards
WE-00046,Chat Started,2026-05-13 06:07:24.000 UTC,003ak00001QQTVHAA5,https://www.carmax.com/,SES-218506,Tablet,,direct,email,memorial_day_event
WE-00047,Finance Calculator,2026-02-23 19:21:12.000 UTC,003ak00001QQTVLAA5,https://www.carmax.com/car/KMXHO202200625237,SES-922207,Tablet,KMXHO202200625237,instagram,display,suv_showcase
WE-00048,Finance Calculator,2026-03-10 17:11:05.000 UTC,003ak00001QQTVNAA5,https://www.carmax.com/car/KMXLE202000249313,SES-593086,Tablet,KMXLE202000249313,instagram,email,memorial_day_event
WE-00049,Chat Started,2026-04-08 20:45:10.000 UTC,003ak00001QQTVAAA5,https://www.carmax.com/cars/pickup-truck,SES-146289,Mobile,,google,app_notification,spring_sale_2026
WE-00050,Compare,2026-02-07 17:26:13.000 UTC,003ak00001QQTVPAA5,https://www.carmax.com/car/KMXMA202300689699,SES-835225,Tablet,KMXMA202300689699,direct,cpc,trade_in_value
WE-00051,Finance Calculator,2026-02-28 08:15:54.000 UTC,003ak00001QQTVQAA5,https://www.carmax.com/car/KMXTE202400076235,SES-955102,Tablet,KMXTE202400076235,direct,referral,first_time_buyer
WE-00052,Search,2026-02-28 21:52:18.000 UTC,003ak00001QQTVVAA5,https://www.carmax.com/cars,SES-315813,Mobile,,bing,organic,certified_pre_owned
WE-00053,Vehicle Detail View,2026-02-10 18:47:10.000 UTC,003ak00001QQTVoAAP,https://www.carmax.com/car/KMXHO202200224735,SES-374325,Mobile,KMXHO202200224735,facebook,referral,suv_showcase
WE-00054,Page View,2026-01-07 16:25:46.000 UTC,003ak00001QQTV9AAP,https://www.carmax.com/cars/pickup-truck,SES-234457,Tablet,,direct,app_notification,loyalty_rewards
WE-00055,Finance Calculator,2026-03-23 12:32:04.000 UTC,003ak00001QQTVqAAP,https://www.carmax.com/car/KMXHO202200512567,SES-920192,Tablet,KMXHO202200512567,carmax_app,email,memorial_day_event
WE-00056,Schedule Test Drive,2026-01-05 20:15:51.000 UTC,003ak00001QQTVLAA5,https://www.carmax.com/car/KMXCH202500262347,SES-146147,Mobile,KMXCH202500262347,google,email,memorial_day_event
WE-00057,Page View,2026-02-20 19:58:12.000 UTC,003ak00001QQTVYAA5,https://www.carmax.com/financing,SES-402625,Tablet,,bing,app_notification,certified_pre_owned
WE-00058,Vehicle Hearted,2026-01-09 14:35:58.000 UTC,003ak00001QQTVMAA5,https://www.carmax.com/car/KMXLE202100045852,SES-618860,Tablet,KMXLE202100045852,email,email,suv_showcase
WE-00059,Vehicle Hearted,2026-03-16 09:41:57.000 UTC,003ak00001QQTVmAAP,https://www.carmax.com/car/KMXTO202000252953,SES-619773,Tablet,KMXTO202000252953,google,app_notification,trade_in_value
WE-00060,Vehicle Hearted,2026-02-10 07:29:15.000 UTC,003ak00001QQTVnAAP,https://www.carmax.com/car/KMXTO202100019518,SES-968327,Desktop,KMXTO202100019518,instagram,app_notification,certified_pre_owned
WE-00061,Chat Started,2026-04-20 17:34:17.000 UTC,003ak00001QQTVGAA5,https://www.carmax.com/financing,SES-713790,Tablet,,google,display,memorial_day_event
WE-00062,Compare,2026-04-05 22:52:44.000 UTC,003ak00001QQTVFAA5,https://www.carmax.com/car/KMXSU202200425969,SES-585290,Tablet,KMXSU202200425969,referral,email,certified_pre_owned
WE-00063,Vehicle Detail View,2026-01-28 22:09:30.000 UTC,003ak00001QQTVtAAP,https://www.carmax.com/car/KMXJE202300675217,SES-285402,Desktop,KMXJE202300675217,email,display,first_time_buyer
WE-00064,Chat Started,2026-02-22 22:01:02.000 UTC,003ak00001QQTVnAAP,https://www.carmax.com/research,SES-964012,Mobile,,google,social,loyalty_rewards
WE-00065,Finance Calculator,2026-05-28 20:24:50.000 UTC,003ak00001QQTVtAAP,https://www.carmax.com/car/KMXBM202400477337,SES-859958,Mobile,KMXBM202400477337,referral,email,suv_showcase
WE-00066,Vehicle Detail View,2026-02-08 09:33:12.000 UTC,003ak00001QQTVtAAP,https://www.carmax.com/car/KMXSU202200445835,SES-498759,Desktop,KMXSU202200445835,email,display,first_time_buyer
WE-00067,Page View,2026-03-14 20:36:07.000 UTC,003ak00001QQTVZAA5,https://www.carmax.com/research,SES-763797,Tablet,,instagram,display,first_time_buyer
WE-00068,Chat Started,2026-01-19 22:31:54.000 UTC,003ak00001QQTVYAA5,https://www.carmax.com/sell-my-car,SES-214833,Desktop,,bing,cpc,suv_showcase
WE-00069,Vehicle Detail View,2026-03-07 13:09:20.000 UTC,003ak00001QQTVDAA5,https://www.carmax.com/car/KMXJE202400793901,SES-449967,Mobile,KMXJE202400793901,referral,display,electric_vehicle_promo
WE-00070,Vehicle Detail View,2026-04-12 21:07:42.000 UTC,003ak00001QQTVWAA5,https://www.carmax.com/car/KMXLE202300547445,SES-454183,Desktop,KMXLE202300547445,carmax_app,display,suv_showcase
WE-00071,Vehicle Hearted,2026-05-21 15:28:12.000 UTC,003ak00001QQTVLAA5,https://www.carmax.com/car/KMXJE202100774368,SES-394434,Desktop,KMXJE202100774368,carmax_app,display,certified_pre_owned
WE-00072,Chat Started,2026-04-15 17:18:29.000 UTC,003ak00001QQTVrAAP,https://www.carmax.com/cars,SES-280801,Desktop,,email,cpc,memorial_day_event
WE-00073,Schedule Test Drive,2026-03-26 07:07:01.000 UTC,003ak00001QQTVvAAP,https://www.carmax.com/car/KMXNI202200582864,SES-997397,Mobile,KMXNI202200582864,referral,cpc,trade_in_value
WE-00074,Page View,2026-01-01 23:57:43.000 UTC,003ak00001QQTVEAA5,https://www.carmax.com/sell-my-car,SES-864318,Mobile,,carmax_app,display,certified_pre_owned
WE-00075,Review View,2026-03-12 21:51:25.000 UTC,003ak00001QQTVEAA5,https://www.carmax.com/cars/suv,SES-532464,Tablet,,google,email,certified_pre_owned
WE-00076,Vehicle Hearted,2026-04-14 19:25:20.000 UTC,003ak00001QQTVtAAP,https://www.carmax.com/car/KMXFO202300418758,SES-526627,Tablet,KMXFO202300418758,referral,app_notification,spring_sale_2026
WE-00077,Share,2026-02-18 12:54:54.000 UTC,003ak00001QQTVSAA5,https://www.carmax.com/,SES-157685,Tablet,KMXKI202200167063,carmax_app,organic,trade_in_value
WE-00078,Page View,2026-03-27 14:07:07.000 UTC,003ak00001QQTVHAA5,https://www.carmax.com/cars/pickup-truck,SES-599083,Mobile,,google,display,spring_sale_2026
WE-00079,Schedule Test Drive,2026-01-11 17:45:29.000 UTC,003ak00001QQTVQAA5,https://www.carmax.com/car/KMXCH202100525730,SES-859664,Tablet,KMXCH202100525730,instagram,email,spring_sale_2026
WE-00080,Schedule Test Drive,2026-05-27 07:10:59.000 UTC,003ak00001QQTVDAA5,https://www.carmax.com/car/KMXLE202000197656,SES-308662,Desktop,KMXLE202000197656,carmax_app,display,trade_in_value
WE-00081,Review View,2026-01-07 21:17:17.000 UTC,003ak00001QQTVYAA5,https://www.carmax.com/financing,SES-257578,Mobile,,bing,app_notification,suv_showcase
WE-00082,Schedule Test Drive,2026-01-07 10:02:14.000 UTC,003ak00001QQTVCAA5,https://www.carmax.com/car/KMXSU202500731123,SES-573649,Mobile,KMXSU202500731123,google,display,certified_pre_owned
WE-00083,Vehicle Detail View,2026-05-27 07:29:28.000 UTC,003ak00001QQTVNAA5,https://www.carmax.com/car/KMXSU202200425969,SES-338611,Tablet,KMXSU202200425969,direct,organic,first_time_buyer
WE-00084,Compare,2026-04-27 15:19:21.000 UTC,003ak00001QQTVBAA5,https://www.carmax.com/car/KMXHO202500345068,SES-267058,Tablet,KMXHO202500345068,facebook,display,memorial_day_event
WE-00085,Search,2026-05-10 16:02:42.000 UTC,003ak00001QQTVwAAP,https://www.carmax.com/research,SES-804418,Mobile,,referral,app_notification,certified_pre_owned
WE-00086,Chat Started,2026-03-15 15:11:13.000 UTC,003ak00001QQTVHAA5,https://www.carmax.com/,SES-763524,Tablet,,google,social,spring_sale_2026
WE-00087,Review View,2026-03-09 07:24:55.000 UTC,003ak00001QQTVSAA5,https://www.carmax.com/cars,SES-633910,Desktop,,instagram,display,loyalty_rewards
WE-00088,Page View,2026-03-07 13:29:34.000 UTC,003ak00001QQTVwAAP,https://www.carmax.com/sell-my-car,SES-289712,Mobile,,bing,organic,trade_in_value
WE-00089,Schedule Test Drive,2026-02-06 23:04:54.000 UTC,003ak00001QQTVDAA5,https://www.carmax.com/car/KMXJE202400793901,SES-130731,Mobile,KMXJE202400793901,google,email,suv_showcase
WE-00090,Chat Started,2026-05-22 16:29:29.000 UTC,003ak00001QQTVvAAP,https://www.carmax.com/sell-my-car,SES-652203,Tablet,,facebook,app_notification,trade_in_value
WE-00091,Finance Calculator,2026-03-15 18:33:42.000 UTC,003ak00001QQTVwAAP,https://www.carmax.com/car/KMXLE202300547445,SES-543380,Tablet,KMXLE202300547445,bing,email,spring_sale_2026
WE-00092,Compare,2026-02-02 23:20:15.000 UTC,003ak00001QQTVKAA5,https://www.carmax.com/car/KMXSU202200445835,SES-493562,Mobile,KMXSU202200445835,email,app_notification,first_time_buyer
WE-00093,Vehicle Hearted,2026-04-23 20:49:34.000 UTC,003ak00001QQTVDAA5,https://www.carmax.com/car/KMXLE202100045852,SES-128265,Desktop,KMXLE202100045852,referral,referral,memorial_day_event
WE-00094,Page View,2026-05-14 21:09:50.000 UTC,003ak00001QQTVAAA5,https://www.carmax.com/financing,SES-566807,Tablet,,referral,email,loyalty_rewards
WE-00095,Review View,2026-04-16 23:56:37.000 UTC,003ak00001QQTV7AAP,https://www.carmax.com/cars/suv,SES-316051,Mobile,,direct,organic,electric_vehicle_promo
WE-00096,Page View,2026-05-14 10:13:35.000 UTC,003ak00001QQTVPAA5,https://www.carmax.com/,SES-683999,Tablet,,carmax_app,app_notification,certified_pre_owned
WE-00097,Schedule Test Drive,2026-05-17 19:48:44.000 UTC,003ak00001QQTVpAAP,https://www.carmax.com/car/KMXCH202000139271,SES-361414,Tablet,KMXCH202000139271,google,app_notification,spring_sale_2026
WE-00098,Schedule Test Drive,2026-05-21 08:34:16.000 UTC,003ak00001QQTVOAA5,https://www.carmax.com/car/KMXLE202000249313,SES-563794,Tablet,KMXLE202000249313,bing,cpc,loyalty_rewards
WE-00099,Search,2026-04-06 12:53:30.000 UTC,003ak00001QQTVQAA5,https://www.carmax.com/cars/pickup-truck,SES-123216,Tablet,,carmax_app,email,certified_pre_owned
WE-00100,Share,2026-01-05 13:16:58.000 UTC,003ak00001QQTVmAAP,https://www.carmax.com/cars/pickup-truck,SES-869926,Desktop,KMXLE202100045852,email,email,suv_showcase
WE-00101,Page View,2026-02-16 09:13:12.000 UTC,003ak00001QQTVJAA5,https://www.carmax.com/research,SES-971590,Desktop,,carmax_app,cpc,spring_sale_2026
WE-00102,Search,2026-02-26 09:57:36.000 UTC,003ak00001QQTV9AAP,https://www.carmax.com/financing,SES-697788,Tablet,,instagram,social,trade_in_value
WE-00103,Schedule Test Drive,2026-05-27 18:17:47.000 UTC,003ak00001QQTVuAAP,https://www.carmax.com/car/KMXME202100183489,SES-966828,Mobile,KMXME202100183489,google,display,spring_sale_2026
WE-00104,Vehicle Hearted,2026-02-26 21:46:47.000 UTC,003ak00001QQTV9AAP,https://www.carmax.com/car/KMXKI202300308557,SES-672437,Desktop,KMXKI202300308557,facebook,app_notification,suv_showcase
WE-00105,Search,2026-02-24 08:45:11.000 UTC,003ak00001QQTVWAA5,https://www.carmax.com/,SES-504288,Mobile,,bing,organic,spring_sale_2026
WE-00106,Compare,2026-05-23 09:45:18.000 UTC,003ak00001QQTVVAA5,https://www.carmax.com/car/KMXMA202000434241,SES-164253,Mobile,KMXMA202000434241,referral,app_notification,suv_showcase
WE-00107,Search,2026-05-27 19:01:46.000 UTC,003ak00001QQTVVAA5,https://www.carmax.com/cars/pickup-truck,SES-983312,Tablet,,google,cpc,spring_sale_2026
WE-00108,Share,2026-03-09 19:54:34.000 UTC,003ak00001QQTV9AAP,https://www.carmax.com/financing,SES-652543,Mobile,KMXSU202500731123,direct,email,electric_vehicle_promo
WE-00109,Vehicle Detail View,2026-01-08 12:08:49.000 UTC,003ak00001QQTVAAA5,https://www.carmax.com/car/KMXHO202200766777,SES-791407,Tablet,KMXHO202200766777,direct,cpc,trade_in_value
WE-00110,Vehicle Detail View,2026-02-07 22:13:12.000 UTC,003ak00001QQTVAAA5,https://www.carmax.com/car/KMXNI202000467631,SES-694079,Mobile,KMXNI202000467631,carmax_app,cpc,electric_vehicle_promo
WE-00111,Review View,2026-05-15 22:23:32.000 UTC,003ak00001QQTVLAA5,https://www.carmax.com/cars/pickup-truck,SES-667781,Mobile,,email,organic,memorial_day_event
WE-00112,Vehicle Hearted,2026-03-28 15:56:36.000 UTC,003ak00001QQTVGAA5,https://www.carmax.com/car/KMXHY202000217006,SES-443846,Tablet,KMXHY202000217006,google,cpc,first_time_buyer
WE-00113,Compare,2026-02-18 17:27:44.000 UTC,003ak00001QQTVPAA5,https://www.carmax.com/car/KMXBM202500058300,SES-261898,Mobile,KMXBM202500058300,bing,app_notification,certified_pre_owned
WE-00114,Chat Started,2026-02-27 13:28:57.000 UTC,003ak00001QQTVwAAP,https://www.carmax.com/cars/suv,SES-636364,Desktop,,instagram,social,loyalty_rewards
WE-00115,Schedule Test Drive,2026-04-28 07:00:03.000 UTC,003ak00001QQTVqAAP,https://www.carmax.com/car/KMXNI202000467631,SES-539631,Desktop,KMXNI202000467631,instagram,email,first_time_buyer
WE-00116,Search,2026-04-09 16:45:44.000 UTC,003ak00001QQTVsAAP,https://www.carmax.com/cars,SES-247593,Tablet,,email,cpc,spring_sale_2026
WE-00117,Schedule Test Drive,2026-01-14 23:11:52.000 UTC,003ak00001QQTVWAA5,https://www.carmax.com/car/KMXFO202300418758,SES-598892,Mobile,KMXFO202300418758,referral,cpc,spring_sale_2026
WE-00118,Page View,2026-04-21 09:10:34.000 UTC,003ak00001QQTVQAA5,https://www.carmax.com/sell-my-car,SES-374260,Tablet,,bing,display,loyalty_rewards
WE-00119,Review View,2026-03-11 07:12:50.000 UTC,003ak00001QQTV9AAP,https://www.carmax.com/compare,SES-272519,Tablet,,facebook,social,suv_showcase
WE-00120,Page View,2026-03-10 23:37:26.000 UTC,003ak00001QQTVXAA5,https://www.carmax.com/research,SES-301645,Desktop,,referral,social,memorial_day_event
WE-00121,Share,2026-02-17 19:05:48.000 UTC,003ak00001QQTVVAA5,https://www.carmax.com/financing,SES-865068,Mobile,KMXME202100183489,facebook,social,memorial_day_event
WE-00122,Compare,2026-05-26 13:39:11.000 UTC,003ak00001QQTV7AAP,https://www.carmax.com/car/KMXHY202400107951,SES-373935,Desktop,KMXHY202400107951,direct,display,suv_showcase
WE-00123,Search,2026-03-11 14:34:39.000 UTC,003ak00001QQTVXAA5,https://www.carmax.com/stores,SES-701762,Mobile,,referral,referral,memorial_day_event
WE-00124,Page View,2026-01-28 07:12:49.000 UTC,003ak00001QQTV8AAP,https://www.carmax.com/research,SES-330848,Mobile,,carmax_app,social,certified_pre_owned
WE-00125,Compare,2026-04-17 06:11:22.000 UTC,003ak00001QQTV9AAP,https://www.carmax.com/car/KMXCH202500262347,SES-918807,Mobile,KMXCH202500262347,direct,email,electric_vehicle_promo
WE-00126,Chat Started,2026-04-15 06:45:33.000 UTC,003ak00001QQTVBAA5,https://www.carmax.com/cars/suv,SES-560167,Tablet,,facebook,organic,loyalty_rewards
WE-00127,Share,2026-05-23 08:57:44.000 UTC,003ak00001QQTVEAA5,https://www.carmax.com/compare,SES-619991,Desktop,KMXSU202300615560,carmax_app,email,spring_sale_2026
WE-00128,Search,2026-05-11 12:10:34.000 UTC,003ak00001QQTVWAA5,https://www.carmax.com/research,SES-913344,Desktop,,email,email,first_time_buyer
WE-00129,Compare,2026-01-11 07:53:11.000 UTC,003ak00001QQTVZAA5,https://www.carmax.com/car/KMXHY202400382056,SES-671828,Tablet,KMXHY202400382056,instagram,organic,first_time_buyer
WE-00130,Finance Calculator,2026-01-22 09:28:02.000 UTC,003ak00001QQTVRAA5,https://www.carmax.com/car/KMXBM202400477337,SES-786154,Tablet,KMXBM202400477337,direct,cpc,loyalty_rewards
WE-00131,Page View,2026-02-06 06:20:29.000 UTC,003ak00001QQTVXAA5,https://www.carmax.com/cars/pickup-truck,SES-806726,Tablet,,facebook,organic,trade_in_value
WE-00132,Compare,2026-03-13 17:09:00.000 UTC,003ak00001QQTVZAA5,https://www.carmax.com/car/KMXHY202400382056,SES-271624,Tablet,KMXHY202400382056,referral,cpc,suv_showcase
WE-00133,Share,2026-04-21 21:12:08.000 UTC,003ak00001QQTVUAA5,https://www.carmax.com/cars/pickup-truck,SES-970076,Mobile,KMXTE202100069590,bing,display,first_time_buyer
WE-00134,Vehicle Detail View,2026-03-20 20:14:18.000 UTC,003ak00001QQTVCAA5,https://www.carmax.com/car/KMXLE202100746042,SES-589342,Desktop,KMXLE202100746042,facebook,social,first_time_buyer
WE-00135,Finance Calculator,2026-05-14 23:45:58.000 UTC,003ak00001QQTVSAA5,https://www.carmax.com/car/KMXTE202400076235,SES-920845,Tablet,KMXTE202400076235,facebook,app_notification,electric_vehicle_promo
WE-00136,Vehicle Detail View,2026-01-20 10:56:17.000 UTC,003ak00001QQTVrAAP,https://www.carmax.com/car/KMXLE202100176326,SES-461633,Tablet,KMXLE202100176326,instagram,display,first_time_buyer
WE-00137,Share,2026-02-22 22:15:35.000 UTC,003ak00001QQTVYAA5,https://www.carmax.com/stores,SES-942146,Desktop,KMXLE202000249313,direct,cpc,memorial_day_event
WE-00138,Compare,2026-04-19 19:32:08.000 UTC,003ak00001QQTVRAA5,https://www.carmax.com/car/KMXHO202200224735,SES-428642,Tablet,KMXHO202200224735,referral,display,loyalty_rewards
WE-00139,Compare,2026-04-28 08:20:02.000 UTC,003ak00001QQTVMAA5,https://www.carmax.com/car/KMXJE202500039107,SES-764396,Mobile,KMXJE202500039107,direct,app_notification,loyalty_rewards
WE-00140,Vehicle Detail View,2026-04-05 17:56:50.000 UTC,003ak00001QQTVAAA5,https://www.carmax.com/car/KMXBM202400477337,SES-113767,Tablet,KMXBM202400477337,google,cpc,trade_in_value
WE-00141,Finance Calculator,2026-03-24 10:09:39.000 UTC,003ak00001QQTVrAAP,https://www.carmax.com/car/KMXNI202200582864,SES-216401,Tablet,KMXNI202200582864,google,cpc,electric_vehicle_promo
WE-00142,Search,2026-04-07 15:14:45.000 UTC,003ak00001QQTVoAAP,https://www.carmax.com/stores,SES-585598,Tablet,,bing,email,certified_pre_owned
WE-00143,Chat Started,2026-01-08 13:29:09.000 UTC,003ak00001QQTVOAA5,https://www.carmax.com/cars/suv,SES-344669,Mobile,,carmax_app,email,loyalty_rewards
WE-00144,Vehicle Hearted,2026-02-11 08:19:04.000 UTC,003ak00001QQTVwAAP,https://www.carmax.com/car/KMXNI202000094846,SES-282653,Desktop,KMXNI202000094846,instagram,organic,trade_in_value
