VehicleId,IndividualId,Make,Model,Year,VIN,Price,Mileage,Color,BodyType,FuelType,Transmission,Doors,Status,IsPurchased,PurchaseDate,IsHearted,HeartedById,HeartedDate,ListingURL,CarMaxStore,LastModified
VEH-0007,003ak00001QQTVDAA5,Tesla,Model 3,2021.000000000000000000,KMXTE202100069590,40928.000000000000000000,21726.000000000000000000,Brown,Sedan,Electric,Automatic,4,Sold,true,2026-03-24,false,,,https://www.carmax.com/car/KMXTE202100069590,CarMax Raleigh,2026-02-08 19:35:00.000 UTC
VEH-0150,,Tesla,Model Y,2021.000000000000000000,KMXTE202101509544,46292.000000000000000000,41817.000000000000000000,White,SUV,Electric,Automatic,5,In Inventory,false,,false,,,https://www.carmax.com/car/KMXTE202101509544,CarMax Raleigh,2026-05-21 08:30:00.000 UTC
VEH-0216,003ak00001QQTVHAA5,Rivian,R1T,2020.000000000000000000,KMXRI202002169449,36078.000000000000000000,114935.000000000000000000,Charcoal,Pickup Truck,Electric,Automatic,4,In Inventory,false,,true,003ak00001QQTVHAA5,2026-05-12,https://www.carmax.com/car/KMXRI202002169449,CarMax Raleigh,2026-02-08 18:23:00.000 UTC
VEH-0050,,Chevrolet,Bolt EUV,2023.000000000000000000,KMXCH202300498276,46201.000000000000000000,61743.000000000000000000,Brown,Hatchback,Electric,Automatic,5,In Inventory,false,,false,,,https://www.carmax.com/car/KMXCH202300498276,CarMax Richmond,2026-01-10 11:25:00.000 UTC
VEH-0126,,Tesla,Model Y,2025.000000000000000000,KMXTE202501267839,64644.000000000000000000,17965.000000000000000000,Black,SUV,Electric,Automatic,5,Pending,false,,false,,,https://www.carmax.com/car/KMXTE202501267839,CarMax Richmond,2026-03-14 08:11:00.000 UTC
VEH-0210,003ak00001QQTVmAAP,Tesla,Model 3,2025.000000000000000000,KMXTE202502103138,42658.000000000000000000,61720.000000000000000000,Midnight Blue,Sedan,Electric,Automatic,4,Sold,true,2026-04-02,false,,,https://www.carmax.com/car/KMXTE202502103138,CarMax Richmond,2026-05-21 19:23:00.000 UTC
VEH-DEMO-010,,Tesla,Model Y Long Range,2024.000000000000000000,7SAYGDEE5RF789012,44990.000000000000000000,6234.000000000000000000,Pearl White,SUV,Electric,Automatic,4-Door,Available,false,,false,,,https://www.carmax.com/car/24680144,CarMax Seattle,2026-05-01 00:00:00.000 UTC
VEH-DEMO-011,,Hyundai,Ioniq 5 SEL,2023.000000000000000000,KM8KRDAF9PU890123,36990.000000000000000000,15678.000000000000000000,Lucid Blue,SUV,Electric,Automatic,4-Door,Available,false,,false,,,https://www.carmax.com/car/24680145,CarMax Seattle,2026-05-01 00:00:00.000 UTC
VEH-0092,,Tesla,Model Y,2025.000000000000000000,KMXTE202500929762,36870.000000000000000000,77312.000000000000000000,Blue,SUV,Electric,Automatic,5,In Inventory,false,,false,,,https://www.carmax.com/car/KMXTE202500929762,CarMax Tampa,2026-04-13 20:09:00.000 UTC
VEH-0173,003ak00001QQTVNAA5,Rivian,R1T,2022.000000000000000000,KMXRI202201738740,35681.000000000000000000,61900.000000000000000000,Charcoal,Pickup Truck,Electric,Automatic,4,Sold,true,2026-05-08,false,,,https://www.carmax.com/car/KMXRI202201738740,CarMax Tampa,2026-03-09 12:07:00.000 UTC
VEH-0177,,Tesla,Model X,2019.000000000000000000,KMXTE201901773703,31779.000000000000000000,25211.000000000000000000,Gray,SUV,Electric,Automatic,5,In Inventory,false,,false,,,https://www.carmax.com/car/KMXTE201901773703,CarMax Virginia Beach,2026-01-23 13:59:00.000 UTC
VEH-0212,,Hyundai,Ioniq 5,2024.000000000000000000,KMXHY202402126728,44841.000000000000000000,69440.000000000000000000,Charcoal,SUV,Electric,Automatic,5,In Inventory,false,,false,,,https://www.carmax.com/car/KMXHY202402126728,CarMax Virginia Beach,2026-04-13 19:02:00.000 UTC
