EngagementId,EventType,EventDateTime,IndividualId,PageURL,SessionId,DeviceType,VehicleVIN,UTMSource,UTMMedium,UTMCampaign
WE-EV-012780,Save Vehicle,2026-05-10 22:54:49.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-852787,Desktop,KMXCH202300498276,carmax_app,cpc,electric_vehicle_promo
WE-EV-012781,Vehicle Detail View,2026-05-11 18:11:33.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXTO202501432204,SES-EV-429963,Desktop,KMXTO202501432204,email,cpc,electric_vehicle_promo
WE-EV-012782,Vehicle Detail View,2026-05-10 02:07:38.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXHY202202717587,SES-EV-429963,Tablet,KMXHY202202717587,email,cpc,electric_vehicle_promo
WE-EV-012783,Page View,2026-05-11 14:38:26.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/articles/ev-buying-guide,SES-EV-429963,Desktop,,facebook,email,electric_vehicle_promo
WE-EV-012784,Search,2026-05-10 02:55:00.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/tesla,SES-EV-429963,Desktop,,carmax_app,display,electric_vehicle_promo
WE-EV-012785,Vehicle Detail View,2026-05-08 17:40:36.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/7SAYGDEE5RF789012,SES-EV-429963,Desktop,7SAYGDEE5RF789012,instagram,cpc,electric_vehicle_promo
WE-EV-012786,Search,2026-05-12 05:37:27.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/articles/can-an-ev-fit-my-lifestyle,SES-EV-429963,Mobile,,facebook,email,electric_vehicle_promo
WE-EV-012787,Search,2026-05-11 16:16:07.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/articles/best-used-electric-cars,SES-EV-322955,Tablet,,direct,app_notification,electric_vehicle_promo
WE-EV-012788,Vehicle Detail View,2026-05-07 14:52:30.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KM8KRDAF9PU890123,SES-EV-429963,Desktop,KM8KRDAF9PU890123,direct,app_notification,electric_vehicle_promo
WE-EV-012789,Search,2026-05-10 07:14:33.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/articles/can-an-ev-fit-my-lifestyle,SES-EV-429963,Mobile,,instagram,social,electric_vehicle_promo
WE-EV-012790,Search,2026-05-12 12:52:49.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/articles/best-used-electric-cars,SES-EV-429963,Desktop,KMXTE201901773703,google,social,electric_vehicle_promo
WE-EV-012791,Page View,2026-05-09 09:59:23.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-429963,Tablet,KMXRI202102606844,direct,social,electric_vehicle_promo
WE-EV-012792,Save Vehicle,2026-05-09 21:59:38.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/electric-cars,SES-EV-322955,Mobile,KMXHY202402126728,email,email,electric_vehicle_promo
WE-EV-012793,Page View,2026-05-08 06:31:26.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/electric,SES-EV-322955,Desktop,,email,email,electric_vehicle_promo
WE-EV-012794,Page View,2026-05-09 04:47:37.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/articles/ev-buying-guide,SES-EV-429963,Tablet,,carmax_app,app_notification,electric_vehicle_promo
WE-EV-012795,Schedule Test Drive,2026-05-09 21:28:52.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXHY202202717587/test-drive,SES-EV-429963,Tablet,KMXHY202202717587,instagram,email,electric_vehicle_promo
WE-EV-012796,Vehicle Detail View,2026-05-07 14:53:06.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXTE202101509544,SES-EV-322955,Mobile,KMXTE202101509544,google,cpc,electric_vehicle_promo
WE-EV-012797,Vehicle Detail View,2026-05-11 11:11:28.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXTO202001675479,SES-EV-429963,Tablet,KMXTO202001675479,email,social,electric_vehicle_promo
WE-EV-012798,Page View,2026-05-12 04:22:21.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/hybrid,SES-EV-429963,Desktop,,direct,email,electric_vehicle_promo
WE-EV-012799,Vehicle Detail View,2026-05-07 11:53:19.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXTE202501267839,SES-EV-322955,Tablet,KMXTE202501267839,email,app_notification,electric_vehicle_promo
WE-EV-012800,Vehicle Detail View,2026-05-06 22:03:37.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXTE202100069590,SES-EV-429963,Tablet,KMXTE202100069590,carmax_app,app_notification,electric_vehicle_promo
WE-EV-012801,Save Vehicle,2026-05-07 23:11:28.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-852787,Desktop,7SAYGDEE5RF789012,carmax_app,display,electric_vehicle_promo
WE-EV-012802,Vehicle Detail View,2026-05-08 02:00:38.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXRI202002169449,SES-EV-852787,Tablet,KMXRI202002169449,direct,display,electric_vehicle_promo
WE-EV-012803,Finance Application,2026-05-12 07:17:56.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/finance/apply,SES-EV-852787,Tablet,KMXTE202400076235,google,display,electric_vehicle_promo
WE-EV-012804,Page View,2026-05-10 00:46:44.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/chevrolet/bolt-euv,SES-EV-429963,Mobile,,carmax_app,cpc,electric_vehicle_promo
WE-EV-012805,Schedule Test Drive,2026-05-12 13:20:12.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXRI202102606844/test-drive,SES-EV-852787,Tablet,KMXRI202102606844,facebook,social,electric_vehicle_promo
WE-EV-012806,Search,2026-05-09 05:11:47.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/tesla,SES-EV-852787,Mobile,,direct,social,electric_vehicle_promo
WE-EV-012807,Page View,2026-05-12 10:13:09.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-322955,Desktop,,facebook,social,electric_vehicle_promo
WE-EV-012808,Search,2026-05-08 13:58:25.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/rivian,SES-EV-852787,Mobile,,facebook,app_notification,electric_vehicle_promo
WE-EV-012809,Search,2026-05-10 14:54:03.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/hybrid,SES-EV-322955,Mobile,,instagram,social,electric_vehicle_promo
WE-EV-012810,Page View,2026-05-07 01:29:38.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/hybrid,SES-EV-322955,Mobile,,facebook,app_notification,electric_vehicle_promo
WE-EV-012811,Vehicle Detail View,2026-05-12 01:39:59.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXTE202502103138,SES-EV-429963,Desktop,KMXTE202502103138,carmax_app,email,electric_vehicle_promo
WE-EV-012812,Page View,2026-05-08 16:06:37.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/electric-cars,SES-EV-429963,Desktop,,direct,organic,electric_vehicle_promo
WE-EV-012813,Page View,2026-05-09 06:26:30.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-429963,Mobile,,direct,cpc,electric_vehicle_promo
WE-EV-012814,Vehicle Detail View,2026-05-07 23:15:02.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXTE202101509544,SES-EV-429963,Tablet,KMXTE202101509544,google,email,electric_vehicle_promo
WE-EV-012815,Search,2026-05-10 13:31:30.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/hyundai/ioniq-5,SES-EV-852787,Mobile,,facebook,cpc,electric_vehicle_promo
WE-EV-012816,Vehicle Detail View,2026-05-09 02:29:12.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXKI202001666994,SES-EV-852787,Desktop,KMXKI202001666994,instagram,email,electric_vehicle_promo
WE-EV-012817,Vehicle Detail View,2026-05-08 00:44:54.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXTE202101509544,SES-EV-322955,Mobile,KMXTE202101509544,email,display,electric_vehicle_promo
WE-EV-012818,Page View,2026-05-11 00:52:14.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/hyundai/ioniq-5,SES-EV-429963,Mobile,,facebook,email,electric_vehicle_promo
WE-EV-012819,Instant Offer Start,2026-05-08 12:29:27.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/sell-my-car/instant-offer,SES-EV-429963,Desktop,KMXTO201901991911,email,organic,electric_vehicle_promo
WE-EV-012820,Page View,2026-05-07 00:55:20.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/tesla,SES-EV-852787,Mobile,7SAYGDEE5RF789012,facebook,organic,electric_vehicle_promo
WE-EV-012821,Search,2026-05-09 11:14:26.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/tesla,SES-EV-429963,Desktop,,google,cpc,electric_vehicle_promo
WE-EV-012822,Page View,2026-05-11 15:13:20.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/articles/can-an-ev-fit-my-lifestyle,SES-EV-429963,Mobile,,google,organic,electric_vehicle_promo
WE-EV-012823,Chat Started,2026-05-06 22:57:17.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/rivian,SES-EV-429963,Mobile,,facebook,social,electric_vehicle_promo
WE-EV-012824,Get Directions,2026-05-12 15:49:24.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/chevrolet/bolt-euv,SES-EV-429963,Desktop,KMXRI202102606844,instagram,organic,electric_vehicle_promo
WE-EV-012825,Page View,2026-05-07 04:50:07.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/tesla,SES-EV-852787,Mobile,2T3F1RFV0RW901234,carmax_app,app_notification,electric_vehicle_promo
WE-EV-012826,Search,2026-05-07 21:08:34.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-429963,Desktop,,direct,email,electric_vehicle_promo
WE-EV-012827,Vehicle Detail View,2026-05-09 09:17:05.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXKI202500151710,SES-EV-852787,Mobile,KMXKI202500151710,facebook,organic,electric_vehicle_promo
WE-EV-012828,Page View,2026-05-13 00:11:33.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/chevrolet/bolt-euv,SES-EV-429963,Mobile,KM8KRDAF9PU890123,carmax_app,cpc,electric_vehicle_promo
WE-EV-012829,Page View,2026-05-08 05:48:12.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/hybrid,SES-EV-322955,Desktop,KMXTO202001675479,facebook,organic,electric_vehicle_promo
WE-EV-012830,Search,2026-05-12 00:57:41.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/articles/can-an-ev-fit-my-lifestyle,SES-EV-852787,Mobile,,facebook,social,electric_vehicle_promo
WE-EV-012831,Page View,2026-05-08 18:26:56.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/rivian,SES-EV-429963,Desktop,KMXHY202001704352,instagram,cpc,electric_vehicle_promo
WE-EV-012832,Search,2026-05-09 11:56:52.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-852787,Mobile,,carmax_app,organic,electric_vehicle_promo
WE-EV-012833,Vehicle Detail View,2026-05-12 23:37:49.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXTE202501589303,SES-EV-322955,Mobile,KMXTE202501589303,direct,app_notification,electric_vehicle_promo
WE-EV-012834,Share,2026-05-08 17:18:41.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/articles/ev-buying-guide,SES-EV-852787,Mobile,,google,email,electric_vehicle_promo
WE-EV-012835,Vehicle Detail View,2026-05-07 06:29:05.000 UTC,003ak00001MvUBLAA3,https://www.carmax.com/car/KMXRI202602561771,SES-EV-322955,Desktop,KMXRI202602561771,carmax_app,display,electric_vehicle_promo
WE-EV-012836,Vehicle Detail View,2026-05-07 10:11:09.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/car/KMXCH202300498276,SES-EV-449499,Mobile,KMXCH202300498276,facebook,organic,electric_vehicle_promo
WE-EV-012837,Share,2026-05-09 05:37:31.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/hybrid,SES-EV-449499,Desktop,,email,email,electric_vehicle_promo
WE-EV-012838,Chat Started,2026-05-12 16:03:55.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-449499,Desktop,,direct,cpc,electric_vehicle_promo
WE-EV-012839,Search,2026-05-10 13:09:45.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/tesla,SES-EV-449499,Mobile,,facebook,email,electric_vehicle_promo
WE-EV-012840,Chat Started,2026-05-12 08:33:28.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/articles/ev-buying-guide,SES-EV-528184,Mobile,,facebook,app_notification,electric_vehicle_promo
WE-EV-012841,Page View,2026-05-11 20:48:57.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-528184,Mobile,,google,email,electric_vehicle_promo
WE-EV-012842,Share,2026-05-10 01:36:58.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-528184,Mobile,KMXKI202001666994,google,email,electric_vehicle_promo
WE-EV-012843,Page View,2026-05-08 10:36:30.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/hybrid,SES-EV-449499,Mobile,,carmax_app,cpc,electric_vehicle_promo
WE-EV-012844,Share,2026-05-07 17:41:47.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/rivian,SES-EV-449499,Tablet,,carmax_app,app_notification,electric_vehicle_promo
WE-EV-012845,Vehicle Detail View,2026-05-09 02:06:55.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/car/KMXTE201901773703,SES-EV-449499,Mobile,KMXTE201901773703,facebook,social,electric_vehicle_promo
WE-EV-012846,Instant Offer Start,2026-05-11 08:36:30.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/sell-my-car/instant-offer,SES-EV-528184,Desktop,KMXHY202402126728,carmax_app,organic,electric_vehicle_promo
WE-EV-012847,Finance Application,2026-05-10 05:22:51.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/finance/apply,SES-EV-528184,Mobile,KMXCH202300896936,direct,cpc,electric_vehicle_promo
WE-EV-012848,Chat Started,2026-05-09 20:09:47.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/kia/ev6,SES-EV-528184,Mobile,,carmax_app,organic,electric_vehicle_promo
WE-EV-012849,Get Directions,2026-05-10 16:42:46.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/articles/best-used-electric-cars,SES-EV-528184,Tablet,KMXTE202501589303,instagram,app_notification,electric_vehicle_promo
WE-EV-012850,Vehicle Detail View,2026-05-08 16:27:13.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/car/KMXRI202201738740,SES-EV-528184,Mobile,KMXRI202201738740,google,organic,electric_vehicle_promo
WE-EV-012851,Search,2026-05-07 23:42:15.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/hybrid,SES-EV-528184,Desktop,KMXTO202501432204,instagram,cpc,electric_vehicle_promo
WE-EV-012852,Finance Application,2026-05-11 00:35:13.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/finance/apply,SES-EV-449499,Desktop,KMXKI202500151710,direct,email,electric_vehicle_promo
WE-EV-012853,Search,2026-05-12 06:36:27.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/articles/ev-buying-guide,SES-EV-449499,Mobile,,google,email,electric_vehicle_promo
WE-EV-012854,Finance Application,2026-05-08 15:45:16.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/finance/apply,SES-EV-449499,Mobile,KMXTE202002577410,carmax_app,cpc,electric_vehicle_promo
WE-EV-012855,Search,2026-05-06 11:09:01.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/rivian,SES-EV-449499,Mobile,KMXRI202602561771,carmax_app,cpc,electric_vehicle_promo
WE-EV-012856,Page View,2026-05-09 23:58:59.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/chevrolet/bolt-euv,SES-EV-449499,Mobile,,instagram,cpc,electric_vehicle_promo
WE-EV-012857,Page View,2026-05-10 21:57:34.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/articles/ev-buying-guide,SES-EV-528184,Tablet,,instagram,email,electric_vehicle_promo
WE-EV-012858,Schedule Test Drive,2026-05-08 02:36:21.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/car/KMXTO202001675479/test-drive,SES-EV-449499,Desktop,KMXTO202001675479,google,app_notification,electric_vehicle_promo
WE-EV-012859,Page View,2026-05-08 07:17:41.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/articles/best-used-electric-cars,SES-EV-528184,Tablet,,instagram,display,electric_vehicle_promo
WE-EV-012860,Vehicle Detail View,2026-05-12 17:30:39.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/car/KMXRI202602561771,SES-EV-528184,Desktop,KMXRI202602561771,facebook,cpc,electric_vehicle_promo
WE-EV-012861,Save Vehicle,2026-05-11 09:02:12.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/hyundai/ioniq-5,SES-EV-449499,Mobile,KMXTE202500929762,facebook,email,electric_vehicle_promo
WE-EV-012862,Get Directions,2026-05-07 13:29:18.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/hybrid,SES-EV-528184,Mobile,KMXTE201901773703,google,organic,electric_vehicle_promo
WE-EV-012863,Save Vehicle,2026-05-06 08:48:53.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/hyundai/ioniq-5,SES-EV-528184,Mobile,KMXRI202002169449,email,cpc,electric_vehicle_promo
WE-EV-012864,Vehicle Detail View,2026-05-10 16:57:20.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/car/KMXTE202002577410,SES-EV-449499,Mobile,KMXTE202002577410,facebook,display,electric_vehicle_promo
WE-EV-012865,Search,2026-05-08 14:54:38.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/hyundai/ioniq-5,SES-EV-528184,Mobile,,instagram,email,electric_vehicle_promo
WE-EV-012866,Finance Application,2026-05-12 16:08:51.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/finance/apply,SES-EV-528184,Desktop,KMXRI202302438677,carmax_app,display,electric_vehicle_promo
WE-EV-012867,Page View,2026-05-11 22:19:12.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/hyundai/ioniq-5,SES-EV-449499,Mobile,,instagram,social,electric_vehicle_promo
WE-EV-012868,Chat Started,2026-05-07 03:31:43.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/chevrolet/bolt-euv,SES-EV-449499,Desktop,,facebook,social,electric_vehicle_promo
WE-EV-012869,Vehicle Detail View,2026-05-07 18:55:57.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/car/KMXTE202101509544,SES-EV-449499,Mobile,KMXTE202101509544,instagram,cpc,electric_vehicle_promo
WE-EV-012870,Page View,2026-05-06 15:23:55.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/hybrid,SES-EV-528184,Mobile,KMXTE202400555985,direct,display,electric_vehicle_promo
WE-EV-012871,Page View,2026-05-06 05:11:18.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/cars/tesla,SES-EV-528184,Mobile,,direct,social,electric_vehicle_promo
WE-EV-012872,Search,2026-05-11 18:16:47.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/articles/ev-buying-guide,SES-EV-528184,Desktop,,google,social,electric_vehicle_promo
WE-EV-012873,Vehicle Detail View,2026-05-12 17:54:46.000 UTC,003ak00001MvUBKAA3,https://www.carmax.com/car/KMXTE202500929762,SES-EV-528184,Desktop,KMXTE202500929762,google,app_notification,electric_vehicle_promo
